订单ID,日期,年,月,日,季度,商品类别,子类别,商品名称,单价,数量,折扣率,总价,顾客ID,顾客姓名,省份,城市,地址,店铺,评分,支付方式,配送时间(天)
ORD-20230405-00111,2023-04-05,2023,4,5,2,电子产品,相机,佳能EOS R5,8472.17,1,1.0,8472.17,CUST-29142,陈秀英,广东省,广州市,吉林省张家港市璧山唐路l座 582827,银嘉信息有限公司电商店铺,5,微信支付,8
ORD-20240707-00112,2024-07-07,2024,7,7,3,珠宝,常规,珠宝商品1,1813.6,4,0.75,5440.8,CUST-29597,张欣,湖北省,黄石市,海南省惠州市南长赵路T座 472190,兰金电子科技有限公司电商店铺,4,微信支付,5
ORD-20220907-00113,2022-09-07,2022,9,7,3,电子产品,电脑,华硕ZenBook,6570.04,3,1.0,19710.12,CUST-18232,王芳,上海市,黄浦区,黑龙江省金凤市沙湾高街I座 861340,同兴万点信息有限公司电商店铺,4,货到付款,4
ORD-20221022-00114,2022-10-22,2022,10,22,4,美妆,常规,美妆商品55,23.1,2,1.0,46.2,CUST-84798,杨健,河南省,洛阳市,吉林省杭州县房山杭州街K座 684982,趋势信息有限公司电商店铺,4,银联,2
ORD-20241213-00115,2024-12-13,2024,12,13,4,玩具,常规,玩具商品65,1577.1,3,1.0,4731.3,CUST-12665,陈玲,河南省,新乡市,江苏省飞县城北武汉路W座 772946,襄樊地球村科技有限公司电商店铺,5,支付宝,10
ORD-20231112-00116,2023-11-12,2023,11,12,4,图书,常规,图书商品70,690.32,3,0.76,1573.93,CUST-99742,李俊,山东省,潍坊市,香港特别行政区洁县蓟州西宁路e座 636374,易动力传媒有限公司电商店铺,4,信用卡,1
ORD-20230217-00117,2023-02-17,2023,2,17,1,电子产品,电脑,MacBook Pro,3498.16,1,1.0,3498.16,CUST-62196,杨建华,湖北省,荆州市,贵州省长春市静安南京路a座 232424,黄石金承科技有限公司电商店铺,2,支付宝,6
ORD-20230714-00118,2023-07-14,2023,7,14,3,服装,鞋子,高跟鞋,1784.5,4,1.0,7138.0,CUST-60678,刘柳,四川省,绵阳市,重庆市秀珍市房山北京街e座 193870,四通传媒有限公司电商店铺,5,货到付款,5
ORD-20220619-00119,2022-06-19,2022,6,19,2,服装,连衣裙,长裙,1990.44,2,0.77,3065.28,CUST-23447,江玉华,上海市,徐汇区,西藏自治区福州县滨城辽阳路i座 122189,趋势信息有限公司电商店铺,4,信用卡,3
ORD-20240628-00120,2024-06-28,2024,6,28,2,图书,常规,图书商品58,103.86,3,1.0,311.58,CUST-56210,徐楠,湖南省,衡阳市,甘肃省红霞市东丽六安路u座 534138,晖来计算机传媒有限公司电商店铺,5,支付宝,2
ORD-20240411-00121,2024-04-11,2024,4,11,2,图书,常规,图书商品66,1606.17,4,1.0,6424.68,CUST-14081,毛莉,广东省,珠海市,澳门特别行政区巢湖县锡山吴街O座 780552,时空盒数字信息有限公司电商店铺,4,货到付款,1
ORD-20221111-00122,2022-11-11,2022,11,11,4,图书,常规,图书商品48,899.0,1,0.53,476.47,CUST-28047,黄雷,湖北省,襄阳市,内蒙古自治区石家庄市沈北新呼和浩特路O座 366188,双敏电子传媒有限公司电商店铺,4,支付宝,1
ORD-20230117-00123,2023-01-17,2023,1,17,1,母婴,常规,母婴商品67,786.24,1,1.0,786.24,CUST-44311,李浩,浙江省,嘉兴市,辽宁省秀荣市白云呼和浩特街B座 379904,新格林耐特科技有限公司电商店铺,5,支付宝,3
ORD-20220601-00124,2022-06-01,2022,6,1,2,母婴,常规,母婴商品23,1799.38,1,1.0,1799.38,CUST-21506,王成,四川省,德阳市,黑龙江省红梅县山亭通辽街v座 248149,信诚致远科技有限公司电商店铺,3,银联,3
ORD-20221223-00125,2022-12-23,2022,12,23,4,图书,常规,图书商品66,464.0,1,1.0,464.0,CUST-28202,孙畅,江苏省,常州市,台湾省张家港市金平福州街a座 307562,创亿网络有限公司电商店铺,3,信用卡,9
ORD-20220923-00126,2022-09-23,2022,9,23,3,珠宝,常规,珠宝商品12,150.18,3,1.0,450.54,CUST-72739,罗婷婷,湖北省,荆州市,广西壮族自治区宁德县孝南李街o座 661744,同兴万点网络有限公司电商店铺,3,微信支付,6
ORD-20220601-00127,2022-06-01,2022,6,1,2,母婴,常规,母婴商品60,1366.62,3,1.0,4099.86,CUST-82260,罗磊,湖南省,株洲市,山东省莉市普陀湛街j座 160385,同兴万点网络有限公司电商店铺,5,支付宝,2
ORD-20241127-00128,2024-11-27,2024,11,27,4,家居,床上用品,被子,834.98,1,1.0,834.98,CUST-39552,王淑珍,四川省,宜宾市,河北省合山市大兴武汉路c座 286571,银嘉信息有限公司电商店铺,5,货到付款,5
ORD-20220914-00129,2022-09-14,2022,9,14,3,美妆,常规,美妆商品79,1076.29,2,1.0,2152.58,CUST-32103,曾秀荣,湖南省,岳阳市,重庆市建华市牧野柯路u座 243132,华远软件信息有限公司电商店铺,3,货到付款,6
ORD-20220326-00130,2022-03-26,2022,3,26,1,电子产品,手机,iPhone 13,9511.2,1,1.0,9511.2,CUST-44688,李欣,江苏省,扬州市,广西壮族自治区欢县安次孙街k座 290352,凌云网络有限公司电商店铺,4,货到付款,5
ORD-20230911-00131,2023-09-11,2023,9,11,3,母婴,常规,母婴商品32,1613.28,1,1.0,1613.28,CUST-48985,桂桂珍,山东省,济南市,广东省雷市崇文西安路Z座 410032,襄樊地球村科技有限公司电商店铺,3,信用卡,8
ORD-20230222-00132,2023-02-22,2023,2,22,1,图书,常规,图书商品78,304.46,1,1.0,304.46,CUST-51853,黄凯,四川省,南充市,内蒙古自治区石家庄市黄浦北镇街D座 129667,数字100信息有限公司电商店铺,5,支付宝,6
ORD-20230511-00133,2023-05-11,2023,5,11,2,母婴,常规,母婴商品16,549.59,1,0.72,395.7,CUST-48038,叶雷,河南省,许昌市,浙江省兴安盟县徐汇海口路A座 701462,凌云网络有限公司电商店铺,3,货到付款,6
ORD-20230124-00134,2023-01-24,2023,1,24,1,母婴,常规,母婴商品66,944.29,5,0.85,4013.23,CUST-75191,彭艳,北京市,朝阳区,云南省荣县六枝特陈街M座 604078,双敏电子传媒有限公司电商店铺,4,微信支付,10
ORD-20231224-00135,2023-12-24,2023,12,24,4,电子产品,手机,华为P60,5201.49,1,1.0,5201.49,CUST-95755,刁帅,山东省,烟台市,福建省华市高明贵阳街Z座 390599,时空盒数字网络有限公司电商店铺,4,银联,7
ORD-20240120-00136,2024-01-20,2024,1,20,1,电子产品,音响,Bose SoundLink,5917.68,2,0.84,9941.7,CUST-19637,史金凤,河南省,许昌市,安徽省明市清河天津路v座 125250,通际名联传媒有限公司电商店铺,5,货到付款,10
ORD-20220901-00137,2022-09-01,2022,9,1,3,家居,家具,衣柜,1884.8,2,1.0,3769.6,CUST-83116,宋建,四川省,绵阳市,澳门特别行政区斌县东城陈街U座 675289,济南亿次元传媒有限公司电商店铺,4,支付宝,1
ORD-20220321-00138,2022-03-21,2022,3,21,1,家居,床上用品,床垫,2611.08,1,0.92,2402.19,CUST-28321,田雷,四川省,宜宾市,广东省阳市西夏昆明路O座 672513,毕博诚科技有限公司电商店铺,5,银联,9
ORD-20241109-00139,2024-11-09,2024,11,9,4,珠宝,常规,珠宝商品39,960.29,6,0.51,2938.49,CUST-53416,张健,上海市,黄浦区,青海省澳门市萧山刘街d座 776267,精芯科技有限公司电商店铺,5,货到付款,8
ORD-20230628-00140,2023-06-28,2023,6,28,2,珠宝,常规,珠宝商品74,470.54,5,0.82,1929.21,CUST-78712,高帅,湖南省,衡阳市,江西省大冶市清城辽阳路e座 226218,华远软件信息有限公司电商店铺,4,货到付款,2
ORD-20230126-00141,2023-01-26,2023,1,26,1,图书,常规,图书商品54,319.83,1,0.78,249.47,CUST-63788,唐秀华,湖北省,黄石市,宁夏回族自治区荆门市锡山张街S座 744310,艾提科信信息有限公司电商店铺,4,信用卡,9
ORD-20240211-00142,2024-02-11,2024,2,11,1,图书,常规,图书商品23,930.13,1,1.0,930.13,CUST-81601,张畅,四川省,德阳市,宁夏回族自治区辛集县友好杭州街f座 514677,恒聪百汇信息有限公司电商店铺,3,银联,9
ORD-20230904-00143,2023-09-04,2023,9,4,3,食品,常规,食品商品39,1546.93,1,1.0,1546.93,CUST-74094,彭冬梅,四川省,南充市,四川省洁市徐汇徐路r座 721158,巨奥传媒有限公司电商店铺,5,银联,5
ORD-20220907-00144,2022-09-07,2022,9,7,3,珠宝,常规,珠宝商品87,1095.52,1,1.0,1095.52,CUST-61712,罗冬梅,四川省,绵阳市,西藏自治区深圳县海陵东莞街W座 122332,银嘉信息有限公司电商店铺,5,微信支付,4
ORD-20230710-00145,2023-07-10,2023,7,10,3,玩具,常规,玩具商品90,557.81,1,0.89,496.45,CUST-41363,李淑兰,江苏省,南京市,辽宁省玉珍市滨城罗路a座 216229,趋势信息有限公司电商店铺,5,微信支付,1
ORD-20220725-00146,2022-07-25,2022,7,25,3,运动,常规,运动商品43,1440.37,2,0.89,2563.86,CUST-10679,郑帅,湖北省,宜昌市,海南省燕县蓟州贵阳路j座 806530,凌云网络有限公司电商店铺,5,信用卡,8
ORD-20230213-00147,2023-02-13,2023,2,13,1,美妆,常规,美妆商品42,585.12,2,0.89,1041.51,CUST-95498,颜军,湖南省,株洲市,广东省萍县东丽邯郸路r座 791373,时空盒数字网络有限公司电商店铺,5,支付宝,3
ORD-20240505-00148,2024-05-05,2024,5,5,2,家居,家具,衣柜,3946.16,1,0.89,3512.08,CUST-47941,廖柳,北京市,朝阳区,香港特别行政区石家庄县长寿合山街m座 603070,中建创业信息有限公司电商店铺,4,银联,5
ORD-20240719-00149,2024-07-19,2024,7,19,3,玩具,常规,玩具商品68,997.95,1,1.0,997.95,CUST-76088,陈丽华,山东省,烟台市,吉林省台北县蓟州深圳路k座 314060,济南亿次元传媒有限公司电商店铺,5,信用卡,5
ORD-20230117-00150,2023-01-17,2023,1,17,1,电子产品,耳机,索尼WF-1000XM4,8012.29,4,1.0,32049.16,CUST-35318,钱芳,广东省,珠海市,湖北省军市闵行上海街M座 546657,易动力传媒有限公司电商店铺,4,支付宝,3
ORD-20221015-00151,2022-10-15,2022,10,15,4,母婴,常规,母婴商品42,1872.93,1,0.8,1498.34,CUST-68554,马桂珍,浙江省,温州市,北京市红县高坪阜新路r座 143283,中建创业信息有限公司电商店铺,4,银联,6
ORD-20230429-00152,2023-04-29,2023,4,29,2,电子产品,耳机,AirPods Pro,4921.25,1,0.87,4281.49,CUST-50760,潘成,上海市,徐汇区,台湾省秀兰县崇文南宁路R座 358428,维涛网络有限公司电商店铺,4,微信支付,8
ORD-20221110-00153,2022-11-10,2022,11,10,4,珠宝,常规,珠宝商品48,843.37,1,0.72,607.23,CUST-71712,李阳,湖北省,宜昌市,安徽省健市涪城周路q座 271709,彩虹传媒有限公司电商店铺,3,支付宝,9
ORD-20240703-00154,2024-07-03,2024,7,3,3,玩具,常规,玩具商品91,736.33,7,1.0,5154.31,CUST-24707,安桂花,北京市,丰台区,云南省秀梅市双滦阜新路j座 621752,创亿网络有限公司电商店铺,3,微信支付,6
ORD-20241201-00155,2024-12-01,2024,12,1,4,母婴,常规,母婴商品15,1366.98,1,1.0,1366.98,CUST-74071,王丹,上海市,虹口区,黑龙江省惠州市城北赵路a座 983505,通际名联传媒有限公司电商店铺,5,货到付款,7
ORD-20240724-00156,2024-07-24,2024,7,24,3,珠宝,常规,珠宝商品8,1126.42,2,1.0,2252.84,CUST-50392,王强,北京市,西城区,江西省婷市高坪张街s座 389856,黄石金承科技有限公司电商店铺,5,货到付款,2
ORD-20220403-00157,2022-04-03,2022,4,3,2,运动,常规,运动商品45,1406.76,3,1.0,4220.28,CUST-17897,杭小红,上海市,黄浦区,山东省马鞍山市魏都南昌街h座 106489,襄樊地球村科技有限公司电商店铺,4,微信支付,7
ORD-20240206-00158,2024-02-06,2024,2,6,1,运动,常规,运动商品58,1741.85,1,1.0,1741.85,CUST-59236,田军,上海市,虹口区,吉林省玉县平山魏街t座 318499,数字100信息有限公司电商店铺,4,微信支付,9
ORD-20240315-00159,2024-03-15,2024,3,15,1,玩具,常规,玩具商品17,1461.16,2,0.7,2045.62,CUST-12979,雷旭,浙江省,嘉兴市,河南省银川县友好雷街T座 442087,时空盒数字信息有限公司电商店铺,5,信用卡,4
ORD-20230522-00160,2023-05-22,2023,5,22,2,母婴,常规,母婴商品45,327.14,1,0.92,300.97,CUST-24790,杨伟,北京市,西城区,山西省汕尾市滨城香港街s座 570120,恒聪百汇信息有限公司电商店铺,4,支付宝,4
ORD-20220401-00161,2022-04-01,2022,4,1,2,运动,常规,运动商品57,483.99,2,0.92,890.54,CUST-17398,侯玉梅,广东省,珠海市,吉林省长春市海港黄路U座 755216,银嘉信息有限公司电商店铺,4,银联,4
ORD-20230911-00162,2023-09-11,2023,9,11,3,家居,灯具,台灯,2085.39,2,0.84,3503.46,CUST-87550,陈海燕,广东省,东莞市,甘肃省郑州市清河宁德路l座 859027,商软冠联科技有限公司电商店铺,4,信用卡,9
ORD-20231015-00163,2023-10-15,2023,10,15,4,运动,常规,运动商品53,315.45,2,1.0,630.9,CUST-80507,邢丽丽,山东省,青岛市,内蒙古自治区玉梅市梁平郭街Q座 175628,趋势信息有限公司电商店铺,3,信用卡,1
ORD-20240425-00164,2024-04-25,2024,4,25,2,运动,常规,运动商品72,1069.38,1,1.0,1069.38,CUST-43422,彭晨,江苏省,无锡市,台湾省乌鲁木齐县吉区闵街J座 863177,天开网络有限公司电商店铺,3,银联,2
ORD-20230126-00165,2023-01-26,2023,1,26,1,运动,常规,运动商品87,1217.84,3,0.52,1899.83,CUST-19539,钱秀芳,江苏省,扬州市,吉林省勇市崇文北京街G座 875503,联通时科信息有限公司电商店铺,4,微信支付,6
ORD-20220201-00166,2022-02-01,2022,2,1,1,食品,常规,食品商品25,1924.91,1,0.95,1828.66,CUST-72773,郑淑华,江苏省,扬州市,青海省西安市西夏段路S座 202726,信诚致远科技有限公司电商店铺,4,信用卡,8
ORD-20241228-00167,2024-12-28,2024,12,28,4,图书,常规,图书商品40,537.89,1,1.0,537.89,CUST-75179,邓坤,山东省,济南市,陕西省宜都市怀柔王街D座 770808,联通时科信息有限公司电商店铺,4,微信支付,6
ORD-20240427-00168,2024-04-27,2024,4,27,2,电子产品,电视,三星Neo QLED,7541.9,1,0.84,6335.2,CUST-86550,舒东,湖南省,衡阳市,江苏省六安县长寿邝街z座 947226,银嘉信息有限公司电商店铺,4,信用卡,10
ORD-20230519-00169,2023-05-19,2023,5,19,2,母婴,常规,母婴商品71,1316.12,2,1.0,2632.24,CUST-43728,贺玉梅,山东省,潍坊市,山东省辛集县城北程路L座 284608,天开网络有限公司电商店铺,3,信用卡,3
ORD-20241209-00170,2024-12-09,2024,12,9,4,电子产品,手机,iPhone 13,7761.22,2,1.0,15522.44,CUST-92667,吴鹏,江苏省,南京市,山东省瑞县金平辛集街w座 719838,信诚致远科技有限公司电商店铺,4,信用卡,6
ORD-20220504-00171,2022-05-04,2022,5,4,2,珠宝,常规,珠宝商品82,1340.17,1,1.0,1340.17,CUST-73334,林玉兰,山东省,济南市,云南省丽娟县锡山张路O座 598933,鑫博腾飞信息有限公司电商店铺,4,支付宝,9
ORD-20230717-00172,2023-07-17,2023,7,17,3,玩具,常规,玩具商品37,53.94,2,1.0,107.88,CUST-98346,张宇,河南省,洛阳市,安徽省海门市房山李路v座 120259,创亿传媒有限公司电商店铺,5,微信支付,4
ORD-20241214-00173,2024-12-14,2024,12,14,4,美妆,常规,美妆商品46,549.3,1,1.0,549.3,CUST-58896,朱兰英,河南省,新乡市,广西壮族自治区昆明市长寿高路w座 435554,新格林耐特传媒有限公司电商店铺,2,银联,2
ORD-20220306-00174,2022-03-06,2022,3,6,1,服装,连衣裙,夏季碎花裙,785.48,2,1.0,1570.96,CUST-93459,印磊,北京市,海淀区,海南省秀英市兴山俞街q座 808588,艾提科信网络有限公司电商店铺,4,银联,10
ORD-20220715-00175,2022-07-15,2022,7,15,3,玩具,常规,玩具商品6,474.94,1,1.0,474.94,CUST-84289,王想,山东省,烟台市,香港特别行政区西安市丰都杭州街g座 886120,襄樊地球村科技有限公司电商店铺,3,支付宝,3
ORD-20231007-00176,2023-10-07,2023,10,7,4,电子产品,电脑,联想ThinkPad,7646.42,2,1.0,15292.84,CUST-62205,王斌,上海市,徐汇区,安徽省斌市沈北新徐路u座 261809,兰金电子传媒有限公司电商店铺,4,信用卡,9
ORD-20231111-00177,2023-11-11,2023,11,11,4,家居,家具,书架,3734.92,1,0.64,2390.35,CUST-22803,苏斌,河南省,洛阳市,香港特别行政区辛集县滨城吴街k座 526842,华远软件网络有限公司电商店铺,3,货到付款,7
ORD-20231031-00178,2023-10-31,2023,10,31,4,电子产品,耳机,索尼WF-1000XM4,7943.71,4,1.0,31774.84,CUST-39902,古磊,四川省,宜宾市,吉林省北京县丰都张路A座 422394,创联世纪网络有限公司电商店铺,4,信用卡,2
ORD-20230828-00179,2023-08-28,2023,8,28,3,食品,常规,食品商品92,165.54,1,0.79,130.78,CUST-93086,张鹏,广东省,东莞市,内蒙古自治区波县东丽屈路Q座 614913,毕博诚科技有限公司电商店铺,4,银联,8
ORD-20240108-00180,2024-01-08,2024,1,8,1,美妆,常规,美妆商品14,282.36,1,0.81,228.71,CUST-82710,徐秀珍,湖北省,荆州市,四川省琳市西夏广州路x座 557775,创亿传媒有限公司电商店铺,3,支付宝,10
ORD-20231027-00181,2023-10-27,2023,10,27,4,运动,常规,运动商品2,597.86,1,1.0,597.86,CUST-21101,罗雷,湖北省,宜昌市,湖北省六盘水市沈北新天津街X座 808488,新格林耐特传媒有限公司电商店铺,4,微信支付,3
ORD-20230705-00182,2023-07-05,2023,7,5,3,美妆,常规,美妆商品35,996.39,4,0.81,3228.3,CUST-65194,黄芳,浙江省,嘉兴市,江苏省桂花市东城台北街C座 629927,华远软件网络有限公司电商店铺,4,货到付款,4
ORD-20240726-00183,2024-07-26,2024,7,26,3,服装,裤子,运动裤,63.2,4,1.0,252.8,CUST-91289,刘桂芝,河南省,开封市,内蒙古自治区洁市兴山吴路c座 918449,通际名联传媒有限公司电商店铺,2,货到付款,3
ORD-20230908-00184,2023-09-08,2023,9,8,3,图书,常规,图书商品78,1895.61,1,0.78,1478.58,CUST-62198,吴淑珍,四川省,德阳市,内蒙古自治区淑珍市合川江路Y座 390827,创联世纪网络有限公司电商店铺,5,货到付款,4
ORD-20231030-00185,2023-10-30,2023,10,30,4,运动,常规,运动商品36,1636.66,2,1.0,3273.32,CUST-24927,李萍,湖南省,株洲市,辽宁省南京县平山秦街R座 173926,精芯科技有限公司电商店铺,2,支付宝,7
ORD-20241019-00186,2024-10-19,2024,10,19,4,家居,床上用品,被子,1285.83,3,0.81,3124.57,CUST-59412,王瑞,上海市,黄浦区,香港特别行政区武汉市山亭柳州路U座 813797,同兴万点信息有限公司电商店铺,4,货到付款,7
ORD-20220317-00187,2022-03-17,2022,3,17,1,图书,常规,图书商品90,1793.09,2,1.0,3586.18,CUST-93647,刘秀梅,上海市,浦东新区,安徽省志强县静安海门路g座 238862,同兴万点网络有限公司电商店铺,3,微信支付,10
ORD-20220401-00188,2022-04-01,2022,4,1,2,珠宝,常规,珠宝商品83,1361.39,2,1.0,2722.78,CUST-53463,马明,河南省,郑州市,山西省建华市门头沟常路Z座 765991,鑫博腾飞信息有限公司电商店铺,4,货到付款,9
ORD-20230329-00189,2023-03-29,2023,3,29,1,母婴,常规,母婴商品48,794.45,1,1.0,794.45,CUST-87147,刘敏,湖北省,宜昌市,河南省霞市西夏柳州街P座 756512,巨奥传媒有限公司电商店铺,4,银联,8
ORD-20230228-00190,2023-02-28,2023,2,28,1,玩具,常规,玩具商品62,709.63,1,0.88,624.47,CUST-69303,刘玉华,四川省,成都市,湖北省文县和平罗路t座 362137,中建创业信息有限公司电商店铺,3,支付宝,3
ORD-20230515-00191,2023-05-15,2023,5,15,2,玩具,常规,玩具商品23,1112.78,4,1.0,4451.12,CUST-65885,张莹,山东省,青岛市,重庆市六安市滨城柯路e座 735190,双敏电子传媒有限公司电商店铺,4,信用卡,7
